Borough,Grade,Category,Year,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 10+ Total Days and 1+ Pres Day,# Chronically Absent,% Chronically Absent
Bronx,12,Poverty,2022-23,1587355,268050,1319305,83.1,9995,5298,53.0
Bronx,12,ELL,2022-23,309884,62080,247804,80.0,1932,1188,61.5
Bronx,12,Not ELL,2022-23,1577019,236581,1340438,85.0,9933,4725,47.6
Bronx,12,All Students,2023-24,1814758,277765,1536993,84.7,11397,5525,48.5
Bronx,12,Not SWD,2023-24,1308662,176780,1131882,86.5,8286,3691,44.5
Bronx,12,SWD,2023-24,506096,100985,405111,80.0,3111,1834,59.0
Bronx,12,Asian,2023-24,140969,14410,126559,89.8,867,287,33.1
Bronx,12,Black,2023-24,470080,68631,401449,85.4,2974,1311,44.1
Bronx,12,Hispanic,2023-24,1088325,180699,907626,83.4,6846,3666,53.5
Bronx,12,Other,2023-24,31606,4519,27087,85.7,193,75,38.9
Bronx,12,White,2023-24,83778,9506,74272,88.7,517,186,36.0
Bronx,12,Female,2023-24,853073,130723,722350,84.7,5356,s,s
Bronx,12,Male,2023-24,960270,s,s,s,s,s,s
Bronx,12,Neither male nor female,2023-24,1415,196,1219,86.1,9,4,44.4
Bronx,12,Not Poverty,2023-24,232533,21322,211211,90.8,1463,437,29.9
Bronx,12,Poverty,2023-24,1582225,256443,1325782,83.8,9937,5089,51.2
Bronx,12,ELL,2023-24,263588,51901,211687,80.3,1655,975,58.9
Bronx,12,Not ELL,2023-24,1551170,225864,1325306,85.4,9742,4550,46.7
Bronx,9,All Students,2018-19,2435723,359580,2076143,85.2,15489,6061,39.1
Bronx,9,Not SWD,2018-19,1774759,214181,1560578,87.9,11385,3839,33.7
Bronx,9,SWD,2018-19,660964,145399,515565,78.0,4104,2222,54.1
Bronx,9,Asian,2018-19,169771,9771,160000,94.2,1047,177,16.9
Bronx,9,Black,2018-19,637678,99641,538037,84.4,4041,1563,38.7
Bronx,9,Hispanic,2018-19,1463164,232687,1230477,84.1,9351,4040,43.2
Bronx,9,Other,2018-19,47818,5069,42749,89.4,305,82,26.9
Bronx,9,White,2018-19,117292,12412,104880,89.4,745,199,26.7
Bronx,9,Female,2018-19,1106587,151134,955453,86.3,7026,2599,37.0
Bronx,9,Male,2018-19,1329136,208446,1120690,84.3,8463,3462,40.9
Bronx,9,Not Poverty,2018-19,392996,34345,358651,91.3,2503,562,22.5
Bronx,9,Poverty,2018-19,2042727,325235,1717492,84.1,12986,5499,42.3
Bronx,9,ELL,2018-19,531464,76890,454574,85.5,3606,1475,40.9
Bronx,9,Not ELL,2018-19,1904259,282690,1621569,85.2,11883,4586,38.6
Bronx,9,All Students,2019-20,1611005,231979,1379026,85.6,15216,5796,38.1
Bronx,9,Not SWD,2019-20,1169206,139020,1030186,88.1,11127,3698,33.2
Bronx,9,SWD,2019-20,441799,92959,348840,79.0,4089,2098,51.3
Bronx,9,Asian,2019-20,105768,5707,100061,94.6,982,155,15.8
Bronx,9,Black,2019-20,407463,63221,344242,84.5,3850,1478,38.4
Bronx,9,Hispanic,2019-20,993057,152170,840887,84.7,9399,3914,41.6
Bronx,9,Other,2019-20,30850,3626,27224,88.2,297,86,29.0
Bronx,9,White,2019-20,73867,7255,66612,90.2,688,163,23.7
Bronx,9,Female,2019-20,719089,93793,625296,87.0,6806,2430,35.7
Bronx,9,Male,2019-20,891916,138186,753730,84.5,8410,3366,40.0
Bronx,9,Not Poverty,2019-20,228485,17794,210691,92.2,2148,405,18.9
Bronx,9,Poverty,2019-20,1382520,214185,1168335,84.5,13068,5391,41.3
Bronx,9,ELL,2019-20,310647,44512,266135,85.7,3067,1242,40.5
Bronx,9,Not ELL,2019-20,1300358,187467,1112891,85.6,12149,4554,37.5
Bronx,9,All Students,2020-21,2336983,389108,1947875,83.3,13819,5752,41.6
Bronx,9,Not SWD,2020-21,1681329,236845,1444484,85.9,10000,3679,36.8
Bronx,9,SWD,2020-21,655654,152263,503391,76.8,3819,2073,54.3
Bronx,9,Asian,2020-21,156817,7177,149640,95.4,917,111,12.1
Bronx,9,Black,2020-21,605179,109999,495180,81.8,3576,1579,44.2
Bronx,9,Hispanic,2020-21,1434523,256208,1178315,82.1,8502,3821,44.9
Bronx,9,Other,2020-21,39670,4716,34954,88.1,233,66,28.3
Bronx,9,White,2020-21,100794,11008,89786,89.1,591,175,29.6
Bronx,9,Female,2020-21,1077061,150532,926529,86.0,6366,2339,36.7
Bronx,9,Male,2020-21,1259922,238576,1021346,81.1,7453,3413,45.8
Bronx,9,Not Poverty,2020-21,321176,27970,293206,91.3,1935,464,24.0
Bronx,9,Poverty,2020-21,2015807,361138,1654669,82.1,11884,5288,44.5
Bronx,9,ELL,2020-21,429118,79629,349489,81.4,2589,1227,47.4
Bronx,9,Not ELL,2020-21,1907865,309479,1598386,83.8,11230,4525,40.3
Bronx,9,All Students,2021-22,2237218,357737,1879481,84.0,13958,6550,46.9
Bronx,9,Not SWD,2021-22,1637610,224363,1413247,86.3,10290,4306,41.8
Bronx,9,SWD,2021-22,599608,133374,466234,77.8,3668,2244,61.2
Bronx,9,Asian,2021-22,157386,10797,146589,93.1,949,194,20.4
Bronx,9,Black,2021-22,558636,91218,467418,83.7,3512,1634,46.5
Bronx,9,Hispanic,2021-22,1375959,239003,1136956,82.6,8587,4420,51.5
Bronx,9,Other,2021-22,43388,5841,37547,86.5,276,106,38.4
Bronx,9,White,2021-22,101849,10878,90971,89.3,634,196,30.9
Bronx,9,Female,2021-22,1045970,160416,885554,84.7,6531,3022,46.3
Bronx,9,Male,2021-22,1191248,197321,993927,83.4,7427,3528,47.5
Bronx,9,Not Poverty,2021-22,324232,30524,293708,90.6,2085,578,27.7
Bronx,9,Poverty,2021-22,1912986,327213,1585773,82.9,11873,5972,50.3
Bronx,9,ELL,2021-22,438806,67706,371100,84.6,2901,1374,47.4
Bronx,9,Not ELL,2021-22,1798412,290031,1508381,83.9,11057,5176,46.8
Bronx,9,All Students,2022-23,2100815,299954,1800861,85.7,13736,5584,40.7
Bronx,9,Not SWD,2022-23,1519462,186869,1332593,87.7,10061,3590,35.7
Bronx,9,SWD,2022-23,581353,113085,468268,80.5,3675,1994,54.3
Bronx,9,Asian,2022-23,133638,7499,126139,94.4,832,127,15.3
Bronx,9,Black,2022-23,517885,73780,444105,85.8,3417,1367,40.0
Bronx,9,Hispanic,2022-23,1296120,200109,1096011,84.6,8490,3736,44.0
Bronx,9,Other,2022-23,56574,8645,47929,84.7,379,182,48.0
Bronx,9,White,2022-23,96598,9921,86677,89.7,618,172,27.8
Bronx,9,Female,2022-23,961170,133284,827886,86.1,6294,2485,39.5
Bronx,9,Male,2022-23,1138428,166471,971957,85.4,7434,3096,41.6
Bronx,9,Neither male nor female,2022-23,1217,199,1018,83.6,8,3,37.5
Bronx,9,Not Poverty,2022-23,273083,22089,250994,91.9,1830,416,22.7
Bronx,9,Poverty,2022-23,1827732,277865,1549867,84.8,11906,5168,43.4
Bronx,9,ELL,2022-23,417471,57926,359545,86.1,2967,1209,40.7
Bronx,9,Not ELL,2022-23,1683344,242028,1441316,85.6,10769,4375,40.6
Bronx,9,All Students,2023-24,2177356,307099,1870257,85.9,14074,5585,39.7
Bronx,9,Not SWD,2023-24,1586592,184545,1402047,88.4,10366,3558,34.3
Bronx,9,SWD,2023-24,590764,122554,468210,79.3,3715,2030,54.6
Bronx,9,Asian,2023-24,144797,7186,137611,95.0,888,126,14.2
Bronx,9,Black,2023-24,541063,81512,459551,84.9,3546,1455,41.0
Bronx,9,Hispanic,2023-24,1352508,203527,1148981,85.0,8748,3732,42.7
Bronx,9,Other,2023-24,44541,5790,38751,87.0,292,91,31.2
Bronx,9,White,2023-24,94447,9084,85363,90.4,601,182,30.3
Bronx,9,Female,2023-24,1008312,s,s,s,s,s,s
Bronx,9,Male,2023-24,1168883,168062,1000821,85.6,7559,3032,40.1
Bronx,9,Neither male nor female,2023-24,161,s,s,s,s,s,s
Bronx,9,Not Poverty,2023-24,240832,17335,223497,92.8,1627,322,19.8
Bronx,9,Poverty,2023-24,1936524,289764,1646760,85.0,12458,5267,42.3
Bronx,9,ELL,2023-24,452921,61167,391754,86.5,3181,1220,38.4
Bronx,9,Not ELL,2023-24,1724435,245932,1478503,85.7,10894,4365,40.1
Brooklyn,9,All Students,2016-17,3600498,422062,3165621,85.6,23276,6806,37.5
Brooklyn,9,Asian,2016-17,620441,33986,551232,92.8,3721,437,18.9
Brooklyn,9,Black,2016-17,1370346,170978,1134587,85.8,8537,2884,37.2
Brooklyn,9,ELL,2016-17,517313,63833,392655,86.6,3167,1085,37.7
Brooklyn,9,Female,2016-17,1648617,169489,1468266,87.0,10636,2853,35.7
Brooklyn,9,Hispanic,2016-17,993599,145426,833176,83.8,6390,2359,41.7
Brooklyn,9,Male,2016-17,1951867,248529,1677713,85.1,12495,3849,37.8
Brooklyn,9,Not ELL,2016-17,3083185,279696,2009987,85.2,14710,4183,38.3
Brooklyn,9,Not Poverty,2016-17,833193,94900,723654,85.8,5281,1359,33.8
Brooklyn,9,Not SWD,2016-17,2845927,270847,2494569,87.7,17912,4309,32.0
Brooklyn,9,Other,2016-17,75579,2859,39034,93.1,265,42,15.5
Brooklyn,9,Poverty,2016-17,2767305,301096,2280255,86.0,16738,4739,36.7
Brooklyn,9,SWD,2016-17,754571,130361,573945,81.6,4527,2040,47.3
Brooklyn,9,White,2016-17,540533,41803,429344,88.8,2972,583,28.8
Brooklyn,9,All Students,2017-18,3581833,430888,3141454,84.8,23046,6988,39.6
Brooklyn,9,Asian,2017-18,637301,33572,552858,92.1,3703,477,22.6
Brooklyn,9,Black,2017-18,1291492,167934,1079050,84.6,8150,2854,40.0
Brooklyn,9,ELL,2017-18,506078,71682,385052,84.6,3123,1224,42.2
Brooklyn,9,Female,2017-18,1623872,171870,1448583,86.0,10456,2896,37.8
Brooklyn,9,Hispanic,2017-18,998072,151632,822969,82.9,6323,2465,42.7
Brooklyn,9,Male,2017-18,1957929,256292,1685282,83.9,12535,4047,40.1
Brooklyn,9,Not ELL,2017-18,3075755,274353,2163616,85.5,15517,4135,37.8
Brooklyn,9,Not Poverty,2017-18,726883,64238,647623,87.6,4587,939,28.0
Brooklyn,9,Not SWD,2017-18,2827051,274575,2481520,87.1,17715,4399,33.1
Brooklyn,9,Other,2017-18,85731,3313,42337,93.5,287,45,15.3
Brooklyn,9,Poverty,2017-18,2854950,326531,2308207,85.7,16908,5215,37.6
Brooklyn,9,SWD,2017-18,754782,131821,560885,80.6,4474,2142,50.5
Brooklyn,9,White,2017-18,569237,47027,486351,89.2,3349,665,29.4
Brooklyn,10,All Students,2016-17,3458763,393651,3052112,85.1,22241,6741,40.1
Brooklyn,10,Asian,2016-17,627743,31997,557410,92.4,3735,458,20.1
Brooklyn,10,Black,2016-17,1320967,165080,1107051,85.4,8297,2926,39.2
Brooklyn,10,ELL,2016-17,502401,56902,404046,86.5,3064,934,36.9
Brooklyn,10,Female,2016-17,1587133,168664,1406154,85.4,10162,2964,39.6
Brooklyn,10,Hispanic,2016-17,915178,124793,732980,82.7,5556,2127,45.0
Brooklyn,10,Male,2016-17,1871630,218236,1618440,85.3,11869,3672,39.2
Brooklyn,10,Not ELL,2016-17,2956362,228101,1963887,86.1,14026,3698,38.4
Brooklyn,10,Not Poverty,2016-17,889331,97647,780203,86.4,5640,1562,35.7
Brooklyn,10,Not SWD,2016-17,2826720,272954,2464996,87.2,17644,4700,35.9
Brooklyn,10,Other,2016-17,67555,2272,34018,93.6,227,34,15.2
Brooklyn,10,Poverty,2016-17,2569432,274113,2151803,85.4,15632,4659,38.5
Brooklyn,10,SWD,2016-17,632043,101248,488350,81.6,3815,1730,48.9
Brooklyn,10,White,2016-17,527320,44093,448183,89.5,3118,678,27.3
Brooklyn,10,All Students,2017-18,3441977,403192,3037765,85.0,22152,7159,41.7
Brooklyn,10,Asian,2017-18,630186,35666,544191,93.0,3637,502,19.9
Brooklyn,10,Black,2017-18,1276480,164932,1085256,85.1,8142,3013,41.6
Brooklyn,10,ELL,2017-18,512548,64580,381037,84.4,2952,1118,43.5
Brooklyn,10,Female,2017-18,1607136,174261,1431643,85.5,10333,3152,41.0
Brooklyn,10,Hispanic,2017-18,926495,128100,761853,83.9,5755,2320,45.0
Brooklyn,10,Male,2017-18,1834841,227663,1602233,84.8,11786,3972,41.8
Brooklyn,10,Not ELL,2017-18,2929429,243331,2032651,85.4,14519,4053,41.0
Brooklyn,10,Not Poverty,2017-18,736901,65260,653098,88.2,4596,1082,31.4
Brooklyn,10,Not SWD,2017-18,2804676,285472,2463439,86.3,17614,4975,37.6
Brooklyn,10,Other,2017-18,69397,2774,35178,92.3,240,45,21.7
Brooklyn,10,Poverty,2017-18,2705076,297852,2196435,85.6,16025,5202,40.0
Brooklyn,10,SWD,2017-18,637301,103107,498500,81.7,3921,1871,50.3
Brooklyn,10,White,2017-18,539419,44784,449324,88.6,3126,752,35.0
Brooklyn,11,All Students,2016-17,2969832,281545,2563941,87.0,18069,5048,37.9
Brooklyn,11,Asian,2016-17,558740,22816,454815,92.8,2962,306,19.3
Brooklyn,11,Black,2016-17,1141994,125085,975599,87.4,7044,2301,38.1
Brooklyn,11,ELL,2016-17,314250,30216,213553,85.6,1592,548,42.1
Brooklyn,11,Female,2016-17,1417960,125326,1223650,87.8,8540,2294,36.3
Brooklyn,11,Hispanic,2016-17,754613,84808,609408,86.3,4434,1544,40.0
Brooklyn,11,Male,2016-17,1551872,142359,1237471,87.1,8774,2447,37.0
Brooklyn,11,Not ELL,2016-17,2655582,169137,1750217,87.6,12070,2755,36.6
Brooklyn,11,Not Poverty,2016-17,778549,75411,685929,87.5,4820,1224,35.1
Brooklyn,11,Not SWD,2016-17,2502168,191131,2041155,88.9,14146,3350,33.0
Brooklyn,11,Other,2016-17,63746,1853,32512,93.1,216,31,18.9
Brooklyn,11,Poverty,2016-17,2191283,183349,1733464,87.4,12145,3113,36.8
Brooklyn,11,SWD,2016-17,467664,66811,368748,83.5,2783,1198,46.1
Brooklyn,11,White,2016-17,450739,29934,379589,90.2,2560,474,27.5
Brooklyn,11,All Students,2017-18,2886447,285377,2542837,86.3,17820,5086,39.6
Brooklyn,11,Asian,2017-18,571432,26443,488406,92.2,3175,380,21.4
Brooklyn,11,Black,2017-18,1076215,119872,946776,86.9,6810,2265,38.4
Brooklyn,11,ELL,2017-18,329986,35315,227122,85.6,1686,622,42.5
Brooklyn,11,Female,2017-18,1370521,128431,1221905,87.0,8501,2325,39.7
Brooklyn,11,Hispanic,2017-18,716518,88393,566276,83.8,4131,1544,44.9
Brooklyn,11,Male,2017-18,1515926,153505,1324528,86.7,9331,2629,37.3
Brooklyn,11,Not ELL,2017-18,2556461,174674,1739995,86.5,11999,2755,39.8
Brooklyn,11,Not Poverty,2017-18,664214,50373,597431,89.7,4066,875,29.8
Brooklyn,11,Not SWD,2017-18,2426314,200656,2051870,88.2,14165,3528,34.9
Brooklyn,11,Other,2017-18,55953,1624,26748,93.4,175,26,18.6
Brooklyn,11,Poverty,2017-18,2222233,197852,1757366,87.2,12285,3474,37.0
Brooklyn,11,SWD,2017-18,460133,65491,359939,83.4,2698,1174,48.1
Brooklyn,11,White,2017-18,466329,33262,401519,89.8,2706,559,30.6
Brooklyn,12,All Students,2016-17,2921507,373783,2264477,83.3,16595,6939,49.8
Brooklyn,12,Asian,2016-17,555577,44728,456547,87.5,3089,688,30.9
Brooklyn,12,Black,2016-17,1169307,161264,930588,83.6,6917,3103,50.0
Brooklyn,12,ELL,2016-17,232137,36159,122323,77.0,1000,536,60.1
Brooklyn,12,Female,2016-17,1380131,181685,1188821,83.9,8599,3458,50.2
Brooklyn,12,Hispanic,2016-17,713000,110612,538328,81.4,4103,1980,54.4
Brooklyn,12,Male,2016-17,1541376,203356,1248326,83.5,9138,3657,47.8
Brooklyn,12,Not ELL,2016-17,2689370,237702,1726547,84.2,12248,3886,48.2
Brooklyn,12,Not Poverty,2016-17,756690,108250,595543,80.9,4407,1819,50.5
Brooklyn,12,Not SWD,2016-17,2386739,257735,1747557,84.4,12604,4783,47.1
Brooklyn,12,Other,2016-17,49224,3473,23925,85.4,169,73,48.1
Brooklyn,12,Poverty,2016-17,2164817,255292,1681549,84.1,12167,4608,48.8
Brooklyn,12,SWD,2016-17,534768,80361,352502,79.3,2732,1417,58.0
Brooklyn,12,White,2016-17,434399,38518,293774,85.2,2075,708,45.8
Brooklyn,12,All Students,2017-18,3046694,400626,2494696,84.0,18056,7679,49.5
Brooklyn,12,Asian,2017-18,576754,49307,476773,89.0,3234,821,33.8
Brooklyn,12,Black,2017-18,1169628,162466,952447,84.0,7010,3185,49.6
Brooklyn,12,ELL,2017-18,243203,43711,167945,77.9,1326,709,58.1
Brooklyn,12,Female,2017-18,1437157,188874,1243601,84.5,8923,3659,49.3
Brooklyn,12,Hispanic,2017-18,760764,110299,597350,83.2,4427,2120,53.6
Brooklyn,12,Male,2017-18,1609537,213320,1302237,83.8,9473,4017,48.5
Brooklyn,12,Not ELL,2017-18,2803491,233312,1618896,85.1,11473,4389,47.2
Brooklyn,12,Not Poverty,2017-18,647898,73840,555279,86.1,3924,1408,43.4
Brooklyn,12,Not SWD,2017-18,2491046,282006,1964608,85.4,14018,5336,46.9
Brooklyn,12,Other,2017-18,66013,4339,35332,89.2,242,101,36.2
Brooklyn,12,Poverty,2017-18,2398796,292527,1791249,84.3,12954,5473,48.8
Brooklyn,12,SWD,2017-18,555648,85587,392287,81.0,2976,1533,54.3
Brooklyn,12,White,2017-18,473535,55024,388355,84.5,2749,1026,48.2
Brooklyn,10,All Students,2018-19,3568240,451552,3116688,87.3,22290,7405,33.2
Brooklyn,10,Not SWD,2018-19,2863637,314332,2549305,89.0,17881,5141,28.8
Brooklyn,10,SWD,2018-19,704603,137220,567383,80.5,4409,2264,51.3
Brooklyn,10,Asian,2018-19,650371,41343,609028,93.6,4025,643,16.0
Brooklyn,10,Black,2018-19,1287612,190417,1097195,85.2,8100,3197,39.5
Brooklyn,10,Hispanic,2018-19,987089,160201,826888,83.8,6188,2635,42.6
Brooklyn,10,Other,2018-19,73382,6728,66654,90.8,457,105,23.0
Brooklyn,10,White,2018-19,569786,52863,516923,90.7,3520,825,23.4
Brooklyn,10,Female,2018-19,1640432,195649,1444783,88.1,10243,3269,31.9
Brooklyn,10,Male,2018-19,1927808,255903,1671905,86.7,12047,4136,34.3
Brooklyn,10,Not Poverty,2018-19,814213,80098,734115,90.2,5106,1247,24.4
Brooklyn,10,Poverty,2018-19,2754027,371454,2382573,86.5,17184,6158,35.8
Brooklyn,10,ELL,2018-19,500668,77108,423560,84.6,3226,1274,39.5
Brooklyn,10,Not ELL,2018-19,3067572,374444,2693128,87.8,19064,6131,32.2
Brooklyn,10,All Students,2019-20,2377622,284962,2092660,88.0,22111,7013,31.7
Brooklyn,10,Not SWD,2019-20,1896080,195724,1700356,89.7,17662,4839,27.4
Brooklyn,10,SWD,2019-20,481542,89238,392304,81.5,4449,2174,48.9
Brooklyn,10,Asian,2019-20,447843,28335,419508,93.7,4143,653,15.8
Brooklyn,10,Black,2019-20,817574,117651,699923,85.6,7620,2921,38.3
Brooklyn,10,Hispanic,2019-20,679100,100159,578941,85.3,6330,2495,39.4
Brooklyn,10,Other,2019-20,56336,5553,50783,90.1,520,139,26.7
Brooklyn,10,White,2019-20,376769,33264,343505,91.2,3498,805,23.0
Brooklyn,10,Female,2019-20,1099325,122595,976730,88.8,10221,3123,30.6
Brooklyn,10,Male,2019-20,1278297,162367,1115930,87.3,11890,3890,32.7
Brooklyn,10,Not Poverty,2019-20,544464,46020,498444,91.5,5054,1101,21.8
Brooklyn,10,Poverty,2019-20,1833158,238942,1594216,87.0,17057,5912,34.7
Brooklyn,10,ELL,2019-20,324335,48172,276163,85.1,3121,1196,38.3
Brooklyn,10,Not ELL,2019-20,2053287,236790,1816497,88.5,18990,5817,30.6
Brooklyn,10,All Students,2020-21,3799740,649405,3150335,82.9,22299,8813,39.5
Brooklyn,10,Not SWD,2020-21,3000250,448672,2551578,85.0,17599,6179,35.1
Brooklyn,10,SWD,2020-21,799490,200733,598757,74.9,4700,2634,56.0
Brooklyn,10,Asian,2020-21,696879,65954,630925,90.5,4043,829,20.5
Brooklyn,10,Black,2020-21,1286725,256149,1030576,80.1,7592,3547,46.7
Brooklyn,10,Hispanic,2020-21,1122051,241413,880638,78.5,6596,3251,49.3
Brooklyn,10,Other,2020-21,98539,13741,84798,86.1,578,188,32.5
Brooklyn,10,White,2020-21,595546,72148,523398,87.9,3490,998,28.6
Brooklyn,10,Female,2020-21,1748311,254541,1493770,85.4,10234,3615,35.3
Brooklyn,10,Male,2020-21,2051429,394864,1656565,80.8,12065,5198,43.1
Brooklyn,10,Not Poverty,2020-21,842633,100366,742267,88.1,4974,1371,27.6
Brooklyn,10,Poverty,2020-21,2957107,549039,2408068,81.4,17325,7442,43.0
Brooklyn,10,ELL,2020-21,486615,116587,370028,76.0,2883,1533,53.2
Brooklyn,10,Not ELL,2020-21,3313125,532818,2780307,83.9,19416,7280,37.5
Brooklyn,10,All Students,2021-22,3447267,550553,2896714,84.0,21163,9527,45.0
Brooklyn,10,Not SWD,2021-22,2727247,384325,2342922,85.9,16744,6825,40.8
Brooklyn,10,SWD,2021-22,720020,166228,553792,76.9,4419,2702,61.1
Brooklyn,10,Asian,2021-22,638183,57522,580661,91.0,3859,926,24.0
Brooklyn,10,Black,2021-22,1125960,206482,919478,81.7,6973,3605,51.7
Brooklyn,10,Hispanic,2021-22,1046780,200777,846003,80.8,6434,3451,53.6
Brooklyn,10,Other,2021-22,107547,13964,93583,87.0,652,241,37.0
Brooklyn,10,White,2021-22,528797,71808,456989,86.4,3245,1304,40.2
Brooklyn,10,Female,2021-22,1607200,242638,1364562,84.9,9874,4384,44.4
Brooklyn,10,Male,2021-22,1840067,307915,1532152,83.3,11289,5143,45.6
Brooklyn,10,Not Poverty,2021-22,831125,99939,731186,88.0,5137,1812,35.3
Brooklyn,10,Poverty,2021-22,2616142,450614,2165528,82.8,16026,7715,48.1
Brooklyn,10,ELL,2021-22,426273,76286,349987,82.1,2734,1362,49.8
Brooklyn,10,Not ELL,2021-22,3020994,474267,2546727,84.3,18429,8165,44.3
Brooklyn,10,All Students,2022-23,3429190,471197,2957993,86.3,21821,8359,38.3
Brooklyn,10,Not SWD,2022-23,2714023,326016,2388007,88.0,17309,5864,33.9
Brooklyn,10,SWD,2022-23,715167,145181,569986,79.7,4512,2495,55.3
Brooklyn,10,Asian,2022-23,645471,45904,599567,92.9,4043,750,18.6
Brooklyn,10,Black,2022-23,1089977,170375,919602,84.4,6970,3074,44.1
Brooklyn,10,Hispanic,2022-23,1062002,179743,882259,83.1,6781,3183,46.9
Brooklyn,10,Other,2022-23,87422,11158,76264,87.2,558,199,35.7
Brooklyn,10,White,2022-23,544318,64017,480301,88.2,3469,1153,33.2
Brooklyn,10,Female,2022-23,1605657,s,s,s,s,s,s
Brooklyn,10,Male,2022-23,1823333,261204,1562129,85.7,11577,4515,39.0
Brooklyn,10,Neither male nor female,2022-23,200,s,s,s,s,s,s
Brooklyn,10,Not Poverty,2022-23,804173,81493,722680,89.9,5131,1355,26.4
Brooklyn,10,Poverty,2022-23,2625017,389704,2235313,85.2,16690,7004,42.0
Brooklyn,10,ELL,2022-23,477175,77254,399921,83.8,3206,1442,45.0
Brooklyn,10,Not ELL,2022-23,2952015,393943,2558072,86.7,18615,6917,37.2
Brooklyn,10,All Students,2023-24,3433772,451413,2982359,86.9,21715,8144,37.5
Brooklyn,10,Not SWD,2023-24,2727762,314414,2413348,88.5,17304,5821,33.6
Brooklyn,10,SWD,2023-24,706010,136999,569011,80.6,4420,2330,52.7
Brooklyn,10,Asian,2023-24,635029,45221,589808,92.9,3921,761,19.4
Brooklyn,10,Black,2023-24,1037521,153969,883552,85.2,6613,2774,41.9
Brooklyn,10,Hispanic,2023-24,1063682,171164,892518,83.9,6806,3095,45.5
Brooklyn,10,Other,2023-24,158943,18508,140435,88.4,999,346,34.6
Brooklyn,10,White,2023-24,538597,62551,476046,88.4,3402,1185,34.8
Brooklyn,10,Female,2023-24,1604031,s,s,s,s,s,s
Brooklyn,10,Male,2023-24,1828900,249543,1579357,86.4,11564,4331,37.5
Brooklyn,10,Neither male nor female,2023-24,841,s,s,s,s,s,s
Brooklyn,10,Not Poverty,2023-24,698079,66347,631732,90.5,4462,1149,25.8
Brooklyn,10,Poverty,2023-24,2735693,385066,2350627,85.9,17271,7007,40.6
Brooklyn,10,ELL,2023-24,547841,85774,462067,84.3,3686,1613,43.8
Brooklyn,10,Not ELL,2023-24,2885931,365639,2520292,87.3,18029,6531,36.2
Brooklyn,11,All Students,2018-19,3059254,339648,2719606,88.9,18841,5843,31.0
Brooklyn,11,Not SWD,2018-19,2552209,255459,2296750,90.0,15728,4394,27.9
Brooklyn,11,SWD,2018-19,507045,84189,422856,83.4,3113,1449,46.5
Brooklyn,11,Asian,2018-19,574852,31110,543742,94.6,3519,485,13.8
Brooklyn,11,Black,2018-19,1142126,149744,992382,86.9,7045,2618,37.2
Brooklyn,11,Hispanic,2018-19,802479,113442,689037,85.9,4976,2006,40.3
Brooklyn,11,Other,2018-19,55064,5510,49554,90.0,340,96,28.2
Brooklyn,11,White,2018-19,484733,39842,444891,91.8,2961,638,21.5
Brooklyn,11,Female,2018-19,1480062,155579,1324483,89.5,9120,2745,30.1
Brooklyn,11,Male,2018-19,1579192,184069,1395123,88.3,9721,3098,31.9
Brooklyn,11,Not Poverty,2018-19,702015,59267,642748,91.6,4310,984,22.8
Brooklyn,11,Poverty,2018-19,2357239,280381,2076858,88.1,14531,4859,33.4
Brooklyn,11,ELL,2018-19,353674,50912,302762,85.6,2233,867,38.8
Brooklyn,11,Not ELL,2018-19,2705580,288736,2416844,89.3,16608,4976,30.0
Brooklyn,11,All Students,2019-20,2006198,210013,1796185,89.5,18495,5440,29.4
Brooklyn,11,Not SWD,2019-20,1665216,153096,1512120,90.8,15361,4000,26.0
Brooklyn,11,SWD,2019-20,340982,56917,284065,83.3,3134,1440,45.9
Brooklyn,11,Asian,2019-20,390977,21295,369682,94.6,3577,474,13.3
Brooklyn,11,Black,2019-20,712639,89224,623415,87.5,6589,2373,36.0
Brooklyn,11,Hispanic,2019-20,527356,71558,455798,86.4,4861,1875,38.6
Brooklyn,11,Other,2019-20,42720,3375,39345,92.1,395,89,22.5
Brooklyn,11,White,2019-20,332506,24561,307945,92.6,3073,629,20.5
Brooklyn,11,Female,2019-20,946772,94392,852380,90.0,8729,2507,28.7
Brooklyn,11,Male,2019-20,1059426,115621,943805,89.1,9766,2933,30.0
Brooklyn,11,Not Poverty,2019-20,469691,37118,432573,92.1,4334,911,21.0
Brooklyn,11,Poverty,2019-20,1536507,172895,1363612,88.7,14161,4529,32.0
Brooklyn,11,ELL,2019-20,217635,32829,184806,84.9,2045,830,40.6
Brooklyn,11,Not ELL,2019-20,1788563,177184,1611379,90.1,16450,4610,28.0
Brooklyn,11,All Students,2020-21,3288174,453625,2834549,86.2,19164,6564,34.3
Brooklyn,11,Not SWD,2020-21,2705959,336805,2369154,87.6,15766,4913,31.2
Brooklyn,11,SWD,2020-21,582215,116820,465395,79.9,3398,1651,48.6
Brooklyn,11,Asian,2020-21,647427,46822,600605,92.8,3739,626,16.7
Brooklyn,11,Black,2020-21,1120700,186728,933972,83.3,6552,2783,42.5
Brooklyn,11,Hispanic,2020-21,915840,160123,755717,82.5,5365,2341,43.6
Brooklyn,11,Other,2020-21,76669,8238,68431,89.3,447,111,24.8
Brooklyn,11,White,2020-21,527538,51714,475824,90.2,3061,703,23.0
Brooklyn,11,Female,2020-21,1569612,186082,1383530,88.1,9136,2795,30.6
